id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,infinite_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,timestamp
1975,Chainlink,LINK,chainlink,2078,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'interoperability', 'oracles', 'smart-contracts', 'ethereum-ecosystem', 'polkadot', 'heco-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'terra-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosystem', 'cross-chain', 'cardano', 'injective-ecosystem', 'bnb-chain-ecosystem', 'optimism-ecosystem', 'real-world-assets-protocols', 'gnosis-chain-ecosystem', 'sora-ecosystem', 'hoo-smart-chain-ecosystem', 'milkomeda-ecosystem', 'energi-ecosystem', 'made-in-america', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing', 'robotics']",1000000000.0,678099970.4527867,1000000000.0,False,,11,,,,2025-08-29T21:03:00.000Z,23.239445142871862,1948681274.5982327,-24.3493,-0.60169704,-5.50098707,-14.31014158,32.24458899,71.43752195,64.29860218,15758667064.720566,0.4215,23239445142.87,,2025-08-29T21:03:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2025-08-30 04:05:32.138826
32196,Hyperliquid,HYPE,hyperliquid,139,2024-07-15T10:14:50.000Z,"['decentralized-exchange-dex-token', 'defi', 'derivatives', 'layer-1', 'hyperliquid-ecosystem', 'binance-ecosystem', 'binance-listing']",1000000000.0,333928180.0,999993930.0,False,,12,333931719.0,14724732654.654375,,2025-08-29T21:04:00.000Z,44.09504044344579,330541076.6250617,3.7222,1.1185573,-3.96768916,-1.06578291,4.0850837,7.87845365,34.37547922,14724576602.306246,0.3941,44095040443.45,,2025-08-29T21:04:00.000Z,32196.0,Hyperliquid,HYPE,hyperliquid,0x0d01dc56dcaaca66ad901c959b4011ec,2025-08-30 04:05:32.138826
29470,Ethena USDe,USDe,ethena-usde,203,2024-02-20T11:05:01.000Z,"['stablecoin', 'asset-backed-stablecoin', 'binance-labs-portfolio', 'dragonfly-capital-portfolio', 'usd-stablecoin', 'eigenlayer-ecosystem', 'binance-ecosystem']",,12297687792.503878,12297687792.503878,True,,13,,,,2025-08-29T21:04:00.000Z,1.0004710480541479,272527068.84412086,49.6345,0.01110004,-0.02372982,-0.03193187,-0.05289139,0.0235429,-0.0763648,12303480594.409056,0.3293,12303480594.41,,2025-08-29T21:04:00.000Z,1027.0,Ethereum,ETH,ethereum,0x4c9edd5852cd905f086c759e8383e09bff1e68b3,2025-08-30 04:05:32.138826
20947,Sui,SUI,sui,759,2022-07-12T08:03:11.000Z,"['binance-launchpool', 'coinbase-ventures-portfolio', 'binance-labs-portfolio', 'electric-capital-portfolio', 'a16z-portfolio', 'sui-ecosystem', 'layer-1', 'move-vm', 'cmc-crypto-yearbook-2024-2025', 'made-in-america', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing']",10000000000.0,3511924479.5699987,10000000000.0,False,,14,3511924479.57,11328486574.539427,,2025-08-29T21:04:00.000Z,3.2257204391611762,1501626997.4388661,52.8715,-0.8994991,-6.13522033,-13.86823529,-14.21311751,15.17673338,-1.56801418,11328486574.539421,0.303,32257204391.61,,2025-08-29T21:04:00.000Z,,,,,,2025-08-30 04:05:32.138826
512,Stellar,XLM,stellar,747,2014-08-05T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'decentralized-exchange-dex-token', 'defi', 'smart-contracts', 'hashkey-capital-portfolio', 'real-world-assets-protocols', '2017-2018-alt-season', 'made-in-america', 'binance-ecosystem', 'binance-listing']",50001806812.0,31367926989.340668,50001786889.0645,False,,15,31531408660.0,11227913717.837782,,2025-08-29T21:04:00.000Z,0.3560866512152135,433897612.6561059,56.489,-0.89896395,-5.64160924,-16.17700224,-12.73865784,48.1214104,33.63411315,11169700077.197632,0.2988,17804975942.4,,2025-08-29T21:04:00.000Z,,,,,,2025-08-30 04:05:32.138826
1,Bitcoin,BTC,bitcoin,12310,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'layer-1', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing']",21000000.0,19913403.0,19913403.0,False,,1,,,,2025-08-29T21:06:00.000Z,107782.63901843346,76162720225.02823,27.6972,-0.2307138,-3.7033912,-7.81186664,-7.93829916,0.24312443,2.74287232,2146319127177.5898,57.4529,2263435419387.1,,2025-08-29T21:06:00.000Z,,,,,,2025-08-30 04:06:32.853144
1027,Ethereum,ETH,ethereum,10488,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sora-ecosystem', 'rsk-rbtc-ecosystem', 'world-liberty-financial-portfolio', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing']",,120706696.75056934,120706696.75056934,True,,2,,,,2025-08-29T21:05:00.000Z,4319.014501446288,46688768471.59787,20.1352,-0.53664363,-3.20474276,-11.20161591,14.6206877,72.63460833,69.50623146,521333973687.3885,13.9462,521333973687.39,,2025-08-29T21:05:00.000Z,,,,,,2025-08-30 04:06:32.853144
825,Tether USDt,USDT,tether,144456,2015-02-25T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'usd-stablecoin', 'fiat-stablecoin', 'tron20-ecosystem', 'rsk-rbtc-ecosystem', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing', 'peaq-ecosystem', 'apertum-ecosystem', 'etherlink-ecosystem', 'duckchain-ecosystem', 'onus-ecosystem', 'zedxion-smart-chain-ecosystem']",,167356013557.1224,171732955317.96826,True,,3,,,,2025-08-29T21:04:00.000Z,1.0002696567648446,141195317550.41382,24.3639,0.02482816,0.02882769,0.03521971,0.05472935,-0.00289455,-0.00567025,167401142238.3155,4.478,171779264271.12,,2025-08-29T21:04:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2025-08-30 04:06:32.853144
52,XRP,XRP,xrp,1692,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'xrp-ecosystem', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'klaytn-ecosystem', 'made-in-america', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing']",100000000000.0,59482264023.0,99985819185.0,False,,4,,,,2025-08-29T21:06:00.000Z,2.7850576927540223,8202855220.848792,32.0406,-1.1723067,-5.63496589,-9.98055451,-9.96201111,21.72744003,26.63743148,165661536999.68198,4.4377,278505769275.4,,2025-08-29T21:06:00.000Z,,,,,,2025-08-30 04:06:32.853144
1839,BNB,BNB,bnb,2694,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain-ecosystem', 'layer-1', 'alleged-sec-securities', 'celsius-bankruptcy-estate', 'binance-ecosystem', 'binance-listing']",,139187881.35,139187881.35,False,,5,,,,2025-08-29T21:06:00.000Z,855.3141966794147,2610170950.5899267,-6.6978,-0.34754995,-1.71834229,-4.61767395,8.86536952,29.81838422,29.38968223,119049370924.38493,3.1847,119049370924.38,,2025-08-29T21:06:00.000Z,,,,,,2025-08-30 04:06:32.853144
5426,Solana,SOL,solana,987,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'alleged-sec-securities', 'cmc-crypto-awards-2024', 'made-in-america', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing']",,540795592.6613195,608616188.7094171,True,,6,525236893.3,105321563181.36403,,2025-08-29T21:04:00.000Z,200.52202068221322,14011361392.338045,13.9341,-1.4262227,-6.09829874,0.0854447,13.7786056,28.13711415,27.16816385,108441425016.48286,2.9009,122040947979.92,,2025-08-29T21:04:00.000Z,,,,,,2025-08-30 04:06:32.853144
3408,USDC,USDC,usd-coin,31033,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'usd-stablecoin', 'fiat-stablecoin', 'tron20-ecosystem', 'made-in-america', 'world-liberty-financial-portfolio', 'sonic-ecosystem', 'binance-ecosystem', 'binance-listing', 'etherlink-ecosystem', 'unichain-ecosystem', 'vector-smart-chain-ecosystem']",,71536328492.20554,71536328492.20554,False,,7,60901219650.23,60909313781.28088,,2025-08-29T21:04:00.000Z,1.0001329058941244,20583532201.837666,26.6642,0.02979199,0.0276197,0.01869615,0.03422023,0.00014813,0.02987916,71545836091.90617,1.9142,71545836091.91,,2025-08-29T21:04:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2025-08-30 04:06:32.853144
1958,TRON,TRX,tron,1223,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'alleged-sec-securities', '2017-2018-alt-season', 'tron20-ecosystem', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing']",,94657714120.4264,94657712334.84111,True,,8,94667886298.43,31885509860.131516,,2025-08-29T21:06:00.000Z,0.33681442680167156,1245939586.3223095,42.7726,-0.07615828,-1.94245496,-8.15966943,2.61888377,20.43207149,26.47430827,31882083723.82791,0.8529,31882083122.42,,2025-08-29T21:06:00.000Z,,,,,,2025-08-30 04:06:32.853144
74,Dogecoin,DOGE,dogecoin,1285,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'osmosis-ecosystem', 'ftx-bankruptcy-estate', 'animal-memes', 'made-in-america', 'binance-ecosystem', 'binance-listing']",,150723696383.70526,150723696383.70526,True,,9,,,,2025-08-29T21:06:00.000Z,0.2105628275366852,2590479919.1269016,32.1362,-0.6951334,-4.87688611,-12.30433865,-3.42419558,26.16692856,7.8607475,31736807687.333836,0.8494,31736807687.33,,2025-08-29T21:06:00.000Z,,,,,,2025-08-30 04:06:32.853144
2010,Cardano,ADA,cardano,1575,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'alleged-sec-securities', '2017-2018-alt-season', 'made-in-america', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing']",45000000000.0,35731844808.46489,44994681861.70843,False,,10,37997904336.0,30881654647.110897,,2025-08-29T21:05:00.000Z,0.8127199430273048,1692398048.2901235,37.9673,-1.01298443,-4.00555677,-13.23061884,6.82924668,39.03625779,17.52290871,29039982876.996082,0.7772,36572397436.23,,2025-08-29T21:05:00.000Z,,,,,,2025-08-30 04:06:32.853144
1975,Chainlink,LINK,chainlink,2078,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'interoperability', 'oracles', 'smart-contracts', 'ethereum-ecosystem', 'polkadot', 'heco-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'terra-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosystem', 'cross-chain', 'cardano', 'injective-ecosystem', 'bnb-chain-ecosystem', 'optimism-ecosystem', 'real-world-assets-protocols', 'gnosis-chain-ecosystem', 'sora-ecosystem', 'hoo-smart-chain-ecosystem', 'milkomeda-ecosystem', 'energi-ecosystem', 'made-in-america', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing', 'robotics']",1000000000.0,678099970.4527867,1000000000.0,False,,11,,,,2025-08-29T21:04:00.000Z,23.188200331593794,1947292433.4914827,-24.3973,-0.89011689,-5.81445789,-14.53392989,31.9642143,71.07142039,63.95064381,15723917959.70705,0.4206,23188200331.59,,2025-08-29T21:04:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2025-08-30 04:06:32.853144
32196,Hyperliquid,HYPE,hyperliquid,139,2024-07-15T10:14:50.000Z,"['decentralized-exchange-dex-token', 'defi', 'derivatives', 'layer-1', 'hyperliquid-ecosystem', 'binance-ecosystem', 'binance-listing']",1000000000.0,333928180.0,999993930.0,False,,12,333931719.0,14727062507.52558,,2025-08-29T21:05:00.000Z,44.10201747718844,330620937.5484061,3.7455,1.14272208,-3.95251817,-1.05896182,4.11425661,7.89616183,34.31427623,14726906430.485727,0.3942,44102017477.19,,2025-08-29T21:05:00.000Z,32196.0,Hyperliquid,HYPE,hyperliquid,0x0d01dc56dcaaca66ad901c959b4011ec,2025-08-30 04:06:32.853144
29470,Ethena USDe,USDe,ethena-usde,203,2024-02-20T11:05:01.000Z,"['stablecoin', 'asset-backed-stablecoin', 'binance-labs-portfolio', 'dragonfly-capital-portfolio', 'usd-stablecoin', 'eigenlayer-ecosystem', 'binance-ecosystem']",,12297687792.503878,12297687792.503878,True,,13,,,,2025-08-29T21:05:00.000Z,1.0004665996345832,272571374.39676857,49.6543,0.01170707,-0.02417435,-0.03109116,-0.04900802,0.02151865,-0.07697285,12303425889.134077,0.3293,12303425889.13,,2025-08-29T21:05:00.000Z,1027.0,Ethereum,ETH,ethereum,0x4c9edd5852cd905f086c759e8383e09bff1e68b3,2025-08-30 04:06:32.853144
20947,Sui,SUI,sui,759,2022-07-12T08:03:11.000Z,"['binance-launchpool', 'coinbase-ventures-portfolio', 'binance-labs-portfolio', 'electric-capital-portfolio', 'a16z-portfolio', 'sui-ecosystem', 'layer-1', 'move-vm', 'cmc-crypto-yearbook-2024-2025', 'made-in-america', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing']",10000000000.0,3511924479.5699987,10000000000.0,False,,14,3511924479.57,11333955578.530115,,2025-08-29T21:05:00.000Z,3.22727770613047,1502666785.6249046,52.9994,-0.83736874,-6.08365073,-13.84623537,-14.17107743,15.23171992,-1.50733044,11333955578.53011,0.3032,32272777061.3,,2025-08-29T21:05:00.000Z,,,,,,2025-08-30 04:06:32.853144
512,Stellar,XLM,stellar,747,2014-08-05T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'decentralized-exchange-dex-token', 'defi', 'smart-contracts', 'hashkey-capital-portfolio', 'real-world-assets-protocols', '2017-2018-alt-season', 'made-in-america', 'binance-ecosystem', 'binance-listing']",50001806812.0,31367926989.340668,50001786889.0645,False,,15,31531408660.0,11227913717.837782,,2025-08-29T21:04:00.000Z,0.3560866512152135,433897612.6561059,56.489,-0.89896395,-5.64160924,-16.17700224,-12.73865784,48.1214104,33.63411315,11169700077.197632,0.2988,17804975942.4,,2025-08-29T21:04:00.000Z,,,,,,2025-08-30 04:06:32.853144
1,Bitcoin,BTC,bitcoin,12310,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'layer-1', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing']",21000000.0,19913403.0,19913403.0,False,,1,,,,2025-08-29T21:07:00.000Z,107780.67713098796,76714556695.1561,28.7047,-0.1606055,-3.70275863,-7.8126155,-7.93851987,0.20678667,2.74229794,2146280059322.2468,57.4519,2263394219750.75,,2025-08-29T21:07:00.000Z,,,,,,2025-08-30 04:07:34.020534
